#ImageName	Window	Conf	MajorAx	Perim	Area
1308844.TIF	15	0.59	38.79	239.67	812
1308844.TIF	16	0.02	52.67	202.22	333
1308844.TIF	17	0.47	39.33	155.82	737
1308844.TIF	18	0.09	42.22	212.13	408
1308844.TIF	19	0.41	44.65	279.98	839
1308844.TIF	20	0.15	35.96	195.01	394
1308844.TIF	21	0.04	39.52	238.54	632
1308844.TIF	22	0.02	35.49	196.97	408
1308844.TIF	23	0.01	39.89	300.17	325
1308844.TIF	24	0.10	39.87	307.09	396
1308844.TIF	25	0.01	35.92	196.05	466
1308844.TIF	26	0.06	47.53	282.45	859
1308844.TIF	27	0.01	43.98	203.16	358
1308844.TIF	28	0.10	29.59	207.38	305
1308844.TIF	29	0.42	48.82	246.20	814
1308844.TIF	30	0.05	36.52	227.60	302
1308844.TIF	31	0.04	56.21	207.53	919
1308844.TIF	32	0.07	39.46	233.70	537
1308844.TIF	33	0.10	37.49	148.29	408
1308845.TIF	1	0.02	84.65	438.26	1387
1308845.TIF	2	0.88	46.51	133.18	329
1308845.TIF	3	0.02	58.40	290.33	435
1308845.TIF	4	0.04	30.00	174.35	310
1308845.TIF	5	0.07	30.65	160.64	345
1308845.TIF	6	0.13	40.40	155.86	602
1308845.TIF	7	0.01	64.63	423.99	1088
1308845.TIF	8	0.06	46.05	257.07	372
1308845.TIF	9	0.01	56.88	300.46	1309
1308845.TIF	10	0.01	47.51	162.68	441
1308845.TIF	11	0.02	36.22	193.91	339
1308845.TIF	12	0.52	46.58	235.10	821
1308845.TIF	13	0.01	67.57	339.30	407
1308845.TIF	14	0.08	89.30	416.78	932
1308845.TIF	15	0.03	49.46	293.74	938
1308845.TIF	16	0.02	33.32	118.31	314
1308845.TIF	17	0.07	38.93	152.10	301
1308845.TIF	18	0.02	47.91	229.41	389
1308845.TIF	19	0.22	61.05	250.50	844
1308845.TIF	20	0.02	43.82	281.75	448
1308845.TIF	21	0.72	185.05	749.44	1988
1308845.TIF	22	0.10	35.75	204.35	445
1308845.TIF	23	0.03	42.89	214.71	392
1308845.TIF	24	0.05	40.41	193.04	726
1308845.TIF	25	0.10	26.25	133.80	355
1308845.TIF	26	0.07	41.22	247.65	318
1308845.TIF	27	0.04	41.05	170.32	338
1308845.TIF	28	0.01	37.19	265.27	526
1308845.TIF	29	0.11	46.68	199.69	784
1308845.TIF	30	0.99	43.99	176.40	694
1308845.TIF	31	0.35	58.71	458.42	789
1308845.TIF	32	0.15	49.57	249.65	845
1308845.TIF	33	0.07	55.32	338.70	773
1308845.TIF	34	0.04	31.24	141.46	360
1308845.TIF	35	0.07	62.94	283.93	823
1308845.TIF	36	0.03	66.39	303.11	592
1308845.TIF	37	0.06	35.76	168.39	473
1308845.TIF	38	0.07	64.48	462.02	729
1308845.TIF	39	0.13	56.14	281.03	506
1308845.TIF	40	0.06	39.17	200.69	400
1308845.TIF	41	0.08	28.08	112.43	374
1308846.TIF	1	0.04	46.41	202.24	396
1308846.TIF	2	0.01	85.34	285.47	3527
1308846.TIF	3	0.03	127.99	342.88	3065
1308846.TIF	4	0.03	35.91	238.91	446
1308846.TIF	5	0.17	59.66	329.27	486
1308846.TIF	6	0.02	51.75	253.44	441
1308846.TIF	7	0.06	41.26	208.97	497
1308846.TIF	8	0.04	90.16	839.87	1531
1308846.TIF	9	0.01	31.90	216.06	318
1308846.TIF	10	0.07	31.71	199.02	323
1308846.TIF	11	0.01	75.06	353.17	742
1308846.TIF	12	0.09	63.35	278.57	447
1308846.TIF	13	0.02	49.47	341.06	722
1308846.TIF	14	0.17	47.25	242.54	563
1308846.TIF	15	0.01	32.65	171.66	385
1308846.TIF	16	0.10	36.00	157.82	434
1308846.TIF	17	0.06	62.01	252.87	424
1308846.TIF	18	0.06	54.67	253.59	391
1308846.TIF	19	0.06	66.50	271.68	631
1308847.TIF	1	0.04	34.90	143.27	520
1308847.TIF	2	0.94	54.01	156.32	579
1308847.TIF	3	0.06	47.52	185.86	951
1308847.TIF	4	0.05	33.12	166.07	385
1308847.TIF	5	0.57	28.80	183.17	354
1308847.TIF	6	0.09	72.52	188.91	717
1308847.TIF	7	0.01	116.22	764.88	1531
1308847.TIF	8	0.01	42.25	180.34	605
1308847.TIF	9	0.05	38.79	308.22	492
1308847.TIF	10	0.02	35.73	156.87	303
1308847.TIF	11	0.02	40.94	156.12	300
1308847.TIF	12	0.08	56.64	363.85	519
1308847.TIF	13	0.02	35.64	161.79	343
1308847.TIF	14	0.26	76.96	547.47	1249
1308847.TIF	15	0.04	29.20	109.36	389
1308847.TIF	16	0.05	52.93	320.14	464
1308847.TIF	17	0.02	55.06	212.51	612
1308847.TIF	18	0.56	69.50	293.60	802
1308847.TIF	19	0.74	55.08	213.31	656
1308847.TIF	20	0.03	52.42	359.85	577
1308847.TIF	21	0.01	34.57	119.57	376
1308847.TIF	22	0.99	64.93	292.26	952
1308847.TIF	23	0.15	44.65	257.87	542
1308847.TIF	24	0.02	58.46	312.73	458
1308847.TIF	25	0.01	39.56	225.94	334
1308847.TIF	26	0.01	56.81	346.56	398
1308847.TIF	27	0.12	53.23	370.70	571
1308847.TIF	28	0.08	35.08	208.25	361
1308847.TIF	29	0.05	50.35	247.64	362
1308848.TIF	1	0.09	54.75	346.42	539
1308848.TIF	2	0.02	39.48	165.85	303
1308848.TIF	3	0.05	40.12	212.55	444
1308848.TIF	4	0.01	55.82	193.51	309
1308848.TIF	5	0.84	34.66	151.72	422
1308848.TIF	6	0.43	60.46	221.80	1080
1308848.TIF	7	0.07	34.20	164.18	509
1308848.TIF	8	0.00	38.09	201.40	313
1308848.TIF	9	0.22	68.23	187.69	627
1308848.TIF	10	0.13	76.00	394.72	2564
1308848.TIF	11	0.44	40.47	148.34	472
1308848.TIF	12	0.60	37.00	147.69	640
1308848.TIF	13	0.10	39.26	161.90	417
1308848.TIF	14	0.01	41.60	292.84	574
1308848.TIF	15	0.00	57.98	304.43	370
1308848.TIF	16	0.01	44.40	263.32	400
1308848.TIF	17	0.05	75.81	362.32	652
1308848.TIF	18	0.09	37.80	193.35	348
1308848.TIF	19	0.11	57.13	339.98	1244
1308848.TIF	20	0.04	69.55	538.30	1055
1308848.TIF	21	0.04	29.96	157.49	415
1308848.TIF	22	0.03	53.22	365.19	624
1308848.TIF	23	0.05	53.85	344.32	938
1308848.TIF	24	0.07	42.11	251.50	333
1308848.TIF	25	0.02	46.78	194.04	910
1308848.TIF	26	0.05	35.61	134.20	318
1308848.TIF	27	0.18	43.05	178.23	688
1308848.TIF	28	0.13	32.43	205.68	305
1308848.TIF	29	0.24	33.83	146.44	617
1308848.TIF	30	0.19	24.05	97.18	322
1308848.TIF	31	0.01	29.64	186.38	371
1308848.TIF	32	0.03	67.09	734.95	1675
1308848.TIF	33	0.04	50.34	370.46	469
1308848.TIF	34	0.07	51.35	224.69	718
1308848.TIF	35	0.06	38.43	141.17	454
1308848.TIF	36	0.10	51.26	236.30	649
1308848.TIF	37	0.14	83.75	486.51	1204
1308848.TIF	38	0.10	66.46	381.50	726
1308849.TIF	1	0.07	30.65	100.66	396
1308849.TIF	2	0.11	35.62	167.39	364
1308849.TIF	3	0.88	103.23	613.87	1762
1308849.TIF	4	0.18	37.52	197.82	671
1308849.TIF	5	0.01	37.85	188.16	432
1308849.TIF	6	0.05	62.19	283.08	921
1308849.TIF	7	0.01	68.69	342.95	652
1308849.TIF	8	0.00	32.07	138.65	303
1308849.TIF	9	0.02	66.17	240.48	517
1308849.TIF	10	0.19	52.52	204.27	525
1308849.TIF	11	0.22	49.07	198.12	607
1308849.TIF	12	0.13	42.28	179.79	361
1308849.TIF	13	0.17	56.21	332.44	549
1308849.TIF	14	0.75	94.61	635.92	2450
1308849.TIF	15	0.01	38.30	233.70	489
1308849.TIF	16	0.13	26.00	108.26	303
1308849.TIF	17	0.07	40.27	249.56	649
1308849.TIF	18	0.09	38.94	149.72	579
1308849.TIF	19	0.06	42.97	216.20	403
1308849.TIF	20	0.01	68.24	701.90	1008
1308849.TIF	21	0.01	42.89	313.12	532
1308849.TIF	22	0.01	36.03	173.97	456
1308849.TIF	23	0.05	43.43	245.09	806
1308849.TIF	24	0.01	38.40	244.92	373
1308849.TIF	25	0.06	56.53	381.48	572
1308849.TIF	26	0.05	63.88	387.40	796
1308849.TIF	27	0.10	34.50	189.33	412
1308849.TIF	28	0.11	41.48	195.21	541
1308849.TIF	29	0.03	30.31	126.69	340
1308849.TIF	30	0.33	51.20	243.49	329
1308849.TIF	31	0.04	31.79	168.37	450
1308849.TIF	32	0.06	42.17	215.71	337
1308849.TIF	33	0.03	32.93	179.63	346
1308849.TIF	34	0.04	33.80	183.95	308
1308849.TIF	35	0.35	59.05	232.30	427
1308849.TIF	36	0.63	84.51	374.00	1011
1308849.TIF	37	0.21	36.93	205.66	522
1308849.TIF	38	0.10	43.45	161.93	314
1308849.TIF	39	0.01	114.45	666.88	995
1308849.TIF	40	0.18	45.12	262.53	806
1308849.TIF	41	0.04	70.21	386.38	1123
1308849.TIF	42	0.05	37.74	146.57	470
1308849.TIF	43	0.15	66.33	540.65	906
1308850.TIF	1	0.07	45.10	169.94	349
1308850.TIF	2	0.08	53.98	217.77	682
1308850.TIF	3	0.02	60.76	247.12	442
1308850.TIF	4	0.03	38.79	162.95	373
1308850.TIF	5	0.23	35.50	165.31	493
1308850.TIF	6	0.01	45.55	187.05	414
1308850.TIF	7	0.01	36.08	203.99	318
1308850.TIF	8	0.02	49.56	203.66	630
1308850.TIF	9	0.05	40.99	276.05	603
1308850.TIF	10	0.01	96.97	594.72	1068
1308850.TIF	11	0.03	72.76	504.14	1122
1308850.TIF	12	0.18	35.45	177.79	634
1308850.TIF	13	0.10	32.79	179.60	465
1308850.TIF	14	0.12	38.71	214.60	521
1308850.TIF	15	0.08	33.20	168.76	359
1308850.TIF	16	0.00	56.21	329.06	457
1308850.TIF	17	0.95	53.20	408.93	1218
1308850.TIF	18	0.00	42.64	326.30	441
1308850.TIF	19	0.01	39.69	181.47	337
1308850.TIF	20	0.12	45.63	327.06	585
1308850.TIF	21	0.02	26.83	121.63	320
1308850.TIF	22	0.00	67.85	492.39	670
1308850.TIF	23	0.02	58.56	474.77	872
1308850.TIF	24	0.01	70.00	396.95	992
1308850.TIF	25	0.02	39.87	185.34	353
1308850.TIF	26	0.06	52.45	337.61	642
1308850.TIF	27	0.04	60.71	292.41	1266
1308850.TIF	28	0.03	35.12	218.93	388
1308850.TIF	29	0.20	43.63	258.55	388
1308850.TIF	30	0.01	46.63	277.05	490
1308850.TIF	31	0.05	47.17	381.34	1194
1308850.TIF	32	0.07	48.87	341.76	937
1308850.TIF	33	0.11	33.65	141.08	302
1308851.TIF	1	0.04	38.82	167.21	850
1308851.TIF	2	0.11	34.50	161.85	310
1308851.TIF	3	0.06	46.63	270.10	600
1308851.TIF	4	0.01	37.46	200.26	383
1308851.TIF	5	0.11	88.99	399.83	796
1308851.TIF	6	0.03	30.51	150.49	311
1308851.TIF	7	0.21	71.71	458.57	1052
1308851.TIF	8	0.01	52.68	265.49	547
1308851.TIF	9	0.17	46.08	177.75	712
1308851.TIF	10	0.07	47.14	203.25	420
1308851.TIF	11	0.07	61.65	396.28	651
1308851.TIF	12	0.01	91.99	451.27	763
1308851.TIF	13	0.03	35.73	180.76	323
1308851.TIF	14	0.02	54.30	355.97	726
1308851.TIF	15	0.15	56.48	291.44	1711
1308851.TIF	16	0.08	40.07	118.87	938
1308851.TIF	17	0.03	39.33	178.24	452
1308851.TIF	18	0.28	44.31	185.73	1005
1308851.TIF	19	0.15	44.16	158.90	868
1308851.TIF	20	0.01	59.04	311.71	632
1308851.TIF	21	0.15	58.16	500.39	1645
1308851.TIF	22	0.12	75.46	526.67	1770
1308851.TIF	23	0.24	65.52	208.48	2195
1308851.TIF	24	0.20	55.51	252.33	2101
1308851.TIF	25	0.04	47.60	274.07	547
1308851.TIF	26	0.06	44.84	227.00	524
1308852.TIF	1	0.06	24.29	96.64	333
1308852.TIF	2	0.06	44.76	213.71	362
1308852.TIF	3	0.04	33.58	163.98	518
1308852.TIF	4	0.02	51.63	247.45	593
1308852.TIF	5	0.39	49.65	215.90	504
1308852.TIF	6	0.01	38.43	221.97	382
1308852.TIF	7	0.01	44.39	207.44	413
1308852.TIF	8	0.06	30.74	137.97	511
1308852.TIF	9	0.01	44.23	280.85	739
1308852.TIF	10	0.04	28.33	95.11	397
1308852.TIF	11	0.10	75.73	527.32	1603
1308852.TIF	12	0.03	37.32	210.07	673
1308852.TIF	13	0.01	37.99	260.56	364
1308852.TIF	14	0.01	56.10	265.68	1083
1308852.TIF	15	0.13	35.12	189.13	301
1308852.TIF	16	0.02	24.73	120.13	336
1308852.TIF	17	0.05	64.43	536.36	1300
1308852.TIF	18	0.02	42.22	110.59	447
1308852.TIF	19	0.17	31.40	107.95	422
1308852.TIF	20	0.02	46.45	217.04	425
1308852.TIF	21	0.01	74.27	524.91	842
1308852.TIF	22	0.04	46.42	246.73	556
1308852.TIF	23	0.01	40.18	211.67	312
1308852.TIF	24	0.07	40.01	193.80	353
1308853.TIF	1	0.11	40.61	197.18	303
1308853.TIF	2	0.52	65.37	302.69	516
1308853.TIF	3	0.03	31.21	128.27	370
1308853.TIF	4	0.08	53.40	291.15	518
1308853.TIF	5	0.07	46.79	226.85	338
1308853.TIF	6	0.02	27.08	177.02	313
1308853.TIF	7	0.04	35.76	150.21	310
1308853.TIF	8	0.02	43.68	268.49	407
1308853.TIF	9	0.09	36.17	259.64	312
1308853.TIF	10	0.01	46.85	302.43	750
1308853.TIF	11	0.03	33.53	129.49	411
1308853.TIF	12	0.03	55.58	250.03	415
1308853.TIF	13	0.01	42.27	172.27	462
1308853.TIF	14	0.02	29.50	183.48	371
1308853.TIF	15	0.05	40.19	226.12	565
1308853.TIF	16	0.00	32.84	290.27	356
1308853.TIF	17	0.09	90.74	902.35	2592
1308853.TIF	18	0.03	78.36	397.49	1276
1308853.TIF	19	0.31	42.51	205.09	539
1308853.TIF	20	0.03	45.80	214.31	410
1308853.TIF	21	0.04	96.90	1043.54	1685
1308853.TIF	22	0.01	67.30	561.00	1053
1308853.TIF	23	0.09	48.56	317.32	550
1308853.TIF	24	0.52	42.35	295.62	681
1308853.TIF	25	0.08	60.97	284.12	561
1308854.TIF	1	0.05	45.40	190.93	543
1308854.TIF	2	0.02	65.38	280.94	460
1308854.TIF	3	0.06	43.07	253.06	535
1308854.TIF	4	0.52	58.72	239.76	881
1308854.TIF	5	0.01	66.88	412.26	614
1308854.TIF	6	0.04	38.10	177.68	474
1308854.TIF	7	0.98	51.27	363.53	953
1308854.TIF	8	0.03	63.73	249.45	707
1308854.TIF	9	0.08	39.51	196.87	378
1308854.TIF	10	0.81	52.30	218.89	790
1308854.TIF	11	0.82	78.82	434.38	1044
1308854.TIF	12	0.03	45.82	248.31	614
1308854.TIF	13	0.84	108.26	290.19	650
1308854.TIF	14	0.01	38.46	234.38	419
1308854.TIF	15	0.90	57.96	267.08	962
1308854.TIF	16	0.04	72.81	361.58	750
1308854.TIF	17	0.42	42.37	168.66	352
1308854.TIF	18	0.02	55.18	365.46	744
1308854.TIF	19	0.08	42.20	166.95	431
1308854.TIF	20	0.25	38.83	157.55	351
1308854.TIF	21	0.01	32.51	174.40	307
1308854.TIF	22	0.02	48.67	285.52	632
1308854.TIF	23	0.08	63.10	179.55	306
1308854.TIF	24	0.03	34.85	169.20	332
1308854.TIF	25	0.02	40.71	260.33	360
1308854.TIF	26	0.05	36.49	114.68	717
1308854.TIF	27	0.14	60.44	247.12	879
1308854.TIF	28	0.30	86.34	281.34	798
1308854.TIF	29	0.01	28.66	140.24	349
1308854.TIF	30	0.06	36.03	172.74	787
1308854.TIF	31	0.01	37.47	168.01	555
1308854.TIF	32	0.07	47.14	209.07	364
1308854.TIF	33	0.13	52.84	412.19	811
1308854.TIF	34	0.06	36.58	181.04	508
1308855.TIF	1	0.05	37.86	185.10	435
1308855.TIF	2	0.02	41.94	223.01	541
1308855.TIF	3	0.06	38.06	197.81	351
1308855.TIF	4	0.07	39.21	209.57	427
1308855.TIF	5	0.69	47.99	275.23	997
1308855.TIF	6	0.02	40.96	240.46	354
1308855.TIF	7	0.08	31.64	140.16	480
1308855.TIF	8	0.11	42.03	169.59	653
1308855.TIF	9	0.02	39.10	168.94	936
1308855.TIF	10	0.02	35.80	161.81	340
1308855.TIF	11	0.08	38.81	227.18	426
1308855.TIF	12	0.03	47.42	208.03	482
1308855.TIF	13	0.02	38.90	184.14	349
1308855.TIF	14	0.03	37.32	202.49	455
1308855.TIF	15	0.01	58.25	347.27	627
1308855.TIF	16	0.03	36.42	203.23	394
1308855.TIF	17	0.00	36.24	123.71	339
1308855.TIF	18	0.01	47.15	206.14	417
1308855.TIF	19	0.06	48.05	142.99	364
1308855.TIF	20	0.16	66.20	207.34	409
1308855.TIF	21	0.03	34.59	200.26	372
1308855.TIF	22	0.01	35.78	166.24	338
1308855.TIF	23	0.10	45.54	237.67	754
1308855.TIF	24	0.04	36.33	146.91	307
1308855.TIF	25	0.01	36.18	212.47	358
1308855.TIF	26	0.09	37.86	162.78	588
1308855.TIF	27	0.03	41.23	198.99	436
1308855.TIF	28	0.02	54.75	298.23	695
1308855.TIF	29	0.02	36.96	175.42	376
1308855.TIF	30	0.05	33.18	122.10	309
1308855.TIF	31	0.13	36.89	145.52	380
1308855.TIF	32	0.01	79.68	463.79	1295
1308855.TIF	33	0.01	35.81	246.86	436
1308855.TIF	34	0.06	35.03	161.76	474
1308855.TIF	35	0.10	47.73	145.70	308
1308855.TIF	36	0.55	59.92	222.39	649
1308855.TIF	37	0.20	27.57	141.48	321
1308855.TIF	38	0.01	36.37	228.92	451
1308855.TIF	39	0.08	44.27	212.53	426
1308855.TIF	40	0.05	51.61	215.81	378
1308855.TIF	41	0.02	30.66	182.93	304
1308855.TIF	42	0.03	31.03	115.47	327
1308855.TIF	43	0.66	50.31	323.89	894
1308855.TIF	44	0.05	36.23	102.31	303
1308855.TIF	45	0.17	51.57	331.21	570
1308855.TIF	46	0.03	37.91	247.12	481
1308855.TIF	47	0.18	58.55	369.85	1161
1308855.TIF	48	0.05	35.53	203.02	414
1308855.TIF	49	0.24	44.55	161.63	342
1308855.TIF	50	0.10	44.40	171.54	473
1308855.TIF	51	0.04	58.88	194.07	382
1308855.TIF	52	0.08	29.06	113.76	344
1308856.TIF	1	0.12	46.87	147.63	879
1308856.TIF	2	0.10	82.06	433.90	2974
1308856.TIF	3	0.03	35.15	205.76	672
1308856.TIF	4	0.10	39.85	223.41	461
1308856.TIF	5	0.01	36.17	265.83	399
1308856.TIF	6	0.17	73.76	204.91	418
1308856.TIF	7	0.02	28.21	174.13	335
1308856.TIF	8	0.31	58.17	178.38	496
1308856.TIF	9	0.67	54.92	131.90	328
1308856.TIF	10	0.01	28.86	155.77	343
1308856.TIF	11	0.02	28.32	184.32	437
1308856.TIF	12	0.08	52.88	232.30	627
1308856.TIF	13	0.20	55.02	227.80	476
1308856.TIF	14	0.78	43.05	114.89	394
1308856.TIF	15	0.06	46.29	316.43	560
1308856.TIF	16	0.09	75.95	411.57	1222
1308856.TIF	17	0.01	29.25	127.05	307
1308856.TIF	18	0.02	24.39	110.11	323
1308856.TIF	19	0.05	80.08	406.85	638
1308856.TIF	20	0.07	60.43	297.07	1104
1308856.TIF	21	0.00	45.58	159.96	388
1308856.TIF	22	0.04	66.43	393.96	1247
1308856.TIF	23	0.01	53.68	235.76	1262
1308856.TIF	24	0.46	41.55	111.22	310
1308856.TIF	25	0.01	40.25	223.90	395
1308856.TIF	26	0.04	29.66	134.34	366
1308856.TIF	27	0.27	57.13	310.80	778
1308856.TIF	28	0.28	39.44	237.42	813
1308856.TIF	29	0.06	39.53	200.60	420
1308856.TIF	30	0.03	41.75	205.89	336
1308856.TIF	31	0.02	38.20	264.48	329
1308856.TIF	32	0.08	53.03	314.41	672
1308856.TIF	33	0.02	28.36	132.99	386
1308856.TIF	34	0.03	62.39	280.11	625
1308856.TIF	35	0.05	69.33	382.06	972
1308856.TIF	36	0.14	61.26	323.36	1277
1308856.TIF	37	0.23	47.40	225.51	484
1308857.TIF	1	0.07	34.46	175.14	585
1308857.TIF	2	0.05	47.01	305.74	1272
1308857.TIF	3	0.05	78.22	466.20	991
1308857.TIF	4	0.09	67.31	343.69	525
1308857.TIF	5	0.02	35.07	178.69	557
1308857.TIF	6	0.03	65.77	250.04	1123
1308857.TIF	7	0.07	71.86	297.10	616
1308857.TIF	8	0.02	45.79	309.73	859
1308857.TIF	9	0.07	37.38	254.00	419
1308857.TIF	10	0.01	34.15	174.58	307
1308857.TIF	11	0.02	58.30	453.05	1563
1308857.TIF	12	0.01	27.39	126.49	325
1308857.TIF	13	0.01	58.10	277.90	555
1308857.TIF	14	0.00	44.86	280.07	498
1308857.TIF	15	0.01	57.50	350.39	1266
1308857.TIF	16	0.03	40.74	165.80	343
1308857.TIF	17	0.03	53.21	325.01	834
1308857.TIF	18	0.02	32.16	147.67	401
1308857.TIF	19	0.02	29.87	225.09	333
1308857.TIF	20	0.05	64.43	420.59	1089
1308857.TIF	21	0.04	29.48	155.37	351
1308857.TIF	22	0.12	46.64	178.74	477
1308857.TIF	23	0.05	93.71	662.70	2971
1308857.TIF	24	0.08	39.99	211.51	407
1308857.TIF	25	0.36	39.70	243.94	667
1308857.TIF	26	0.79	53.18	196.01	626
1308857.TIF	27	0.09	53.35	157.44	301
1308857.TIF	28	0.04	28.71	175.21	371
1308857.TIF	29	0.01	31.06	153.18	398
1308857.TIF	30	0.07	40.76	124.08	322
1308857.TIF	31	0.04	27.26	150.20	330
1308857.TIF	32	0.09	74.01	543.63	886
1308857.TIF	33	0.06	50.73	237.24	379
1308857.TIF	34	0.75	67.98	217.05	464
1308857.TIF	35	0.08	70.99	196.56	474
1308857.TIF	36	0.01	44.23	223.52	496
1308857.TIF	37	0.00	31.02	245.98	316
1308857.TIF	38	0.02	59.87	358.39	504
1308857.TIF	39	0.05	42.01	164.28	323
1308857.TIF	40	0.07	85.36	284.02	583
1308857.TIF	41	0.03	39.69	203.06	585
1308857.TIF	42	0.02	58.86	447.75	1030
1308857.TIF	43	0.04	30.64	190.10	429
1308858.TIF	1	0.03	41.84	201.14	747
1308858.TIF	2	0.07	87.66	377.22	1861
1308858.TIF	3	0.07	38.04	182.15	602
1308858.TIF	4	0.02	47.97	355.91	1127
1308858.TIF	5	0.08	42.84	289.63	525
1308858.TIF	6	0.12	56.99	238.05	1141
1308858.TIF	7	0.27	55.08	192.15	339
1308858.TIF	8	0.06	59.51	283.22	591
1308858.TIF	9	0.14	40.77	179.64	857
1308858.TIF	10	0.02	34.52	155.84	363
1308858.TIF	11	0.20	35.02	188.81	710
1308858.TIF	12	0.12	36.94	181.95	374
1308858.TIF	13	0.07	33.25	178.62	346
1308858.TIF	14	0.34	44.81	198.88	416
1308858.TIF	15	0.30	26.14	92.73	300
1308858.TIF	16	0.02	51.00	261.45	485
1308858.TIF	17	0.01	47.58	215.72	374
1308858.TIF	18	0.01	47.00	396.25	885
1308858.TIF	19	0.17	60.09	197.22	1119
1308858.TIF	20	0.10	56.71	213.28	1086
1308858.TIF	21	0.06	52.54	274.26	434
1308858.TIF	22	0.02	33.23	161.81	364
1308858.TIF	23	0.11	44.71	202.04	329
1308858.TIF	24	0.05	52.54	208.44	343
1308858.TIF	25	0.46	41.40	160.34	990
1308858.TIF	26	0.10	31.95	202.95	441
1308858.TIF	27	0.02	47.19	174.21	713
1308858.TIF	28	0.26	25.14	112.17	323
1308858.TIF	29	0.11	32.07	168.47	330
1308858.TIF	30	0.02	26.63	119.78	336
1308858.TIF	31	0.07	54.75	370.50	699
1308858.TIF	32	0.18	38.47	338.24	415
#P-1839-1d L2 125um 20x (99 images). 0.28, 300.00: Avg=3.313, Std=2.275
